+----------------------------------+----------+
| artist_id                        | ds       |
| 2b7fedeea967becd9408b896de8ff903 | 20150529 |
| 2b7fedeea967becd9408b896de8ff903 | 20150530 |
| 2b7fedeea967becd9408b896de8ff903 | 20150531 |
| 2b7fedeea967becd9408b896de8ff903 | 20150601 |
| 2b7fedeea967becd9408b896de8ff903 | 20150602 |
| 2b7fedeea967becd9408b896de8ff903 | 20150603 |
| 2b7fedeea967becd9408b896de8ff903 | 20150604 |
| 2b7fedeea967becd9408b896de8ff903 | 20150605 |
| 2b7fedeea967becd9408b896de8ff903 | 20150606 |
| 2b7fedeea967becd9408b896de8ff903 | 20150607 |
| 2b7fedeea967becd9408b896de8ff903 | 20150608 |
| 2b7fedeea967becd9408b896de8ff903 | 20150609 |
| 2b7fedeea967becd9408b896de8ff903 | 20150610 |
| 2b7fedeea967becd9408b896de8ff903 | 20150611 |
| 2b7fedeea967becd9408b896de8ff903 | 20150612 |
| 2b7fedeea967becd9408b896de8ff903 | 20150613 |
| 2b7fedeea967becd9408b896de8ff903 | 20150614 |
| 2b7fedeea967becd9408b896de8ff903 | 20150615 |
| 2b7fedeea967becd9408b896de8ff903 | 20150616 |
| 2b7fedeea967becd9408b896de8ff903 | 20150617 |
| 2b7fedeea967becd9408b896de8ff903 | 20150618 |
| 2b7fedeea967becd9408b896de8ff903 | 20150619 |
| 2b7fedeea967becd9408b896de8ff903 | 20150620 |
| 2b7fedeea967becd9408b896de8ff903 | 20150621 |
| 2b7fedeea967becd9408b896de8ff903 | 20150622 |
| 2b7fedeea967becd9408b896de8ff903 | 20150623 |
| 2b7fedeea967becd9408b896de8ff903 | 20150624 |
| 2b7fedeea967becd9408b896de8ff903 | 20150625 |
| 2b7fedeea967becd9408b896de8ff903 | 20150626 |
| 2b7fedeea967becd9408b896de8ff903 | 20150627 |
| 2b7fedeea967becd9408b896de8ff903 | 20150628 |
| 2b7fedeea967becd9408b896de8ff903 | 20150629 |
| 2b7fedeea967becd9408b896de8ff903 | 20150630 |
| 2b7fedeea967becd9408b896de8ff903 | 20150701 |
| 2b7fedeea967becd9408b896de8ff903 | 20150702 |
| 2b7fedeea967becd9408b896de8ff903 | 20150703 |
| 2b7fedeea967becd9408b896de8ff903 | 20150704 |
| 2b7fedeea967becd9408b896de8ff903 | 20150705 |
| 2b7fedeea967becd9408b896de8ff903 | 20150706 |
| 2b7fedeea967becd9408b896de8ff903 | 20150707 |
| 2b7fedeea967becd9408b896de8ff903 | 20150708 |
| 2b7fedeea967becd9408b896de8ff903 | 20150709 |
| 2b7fedeea967becd9408b896de8ff903 | 20150710 |
| 2b7fedeea967becd9408b896de8ff903 | 20150711 |
| 2b7fedeea967becd9408b896de8ff903 | 20150712 |
| 2b7fedeea967becd9408b896de8ff903 | 20150713 |
| 2b7fedeea967becd9408b896de8ff903 | 20150714 |
| 2b7fedeea967becd9408b896de8ff903 | 20150715 |
| 2b7fedeea967becd9408b896de8ff903 | 20150716 |
| 2b7fedeea967becd9408b896de8ff903 | 20150717 |
| 2b7fedeea967becd9408b896de8ff903 | 20150718 |
| 2b7fedeea967becd9408b896de8ff903 | 20150719 |
| 2b7fedeea967becd9408b896de8ff903 | 20150720 |
| 2b7fedeea967becd9408b896de8ff903 | 20150721 |
| 2b7fedeea967becd9408b896de8ff903 | 20150722 |
| 2b7fedeea967becd9408b896de8ff903 | 20150723 |
| 2b7fedeea967becd9408b896de8ff903 | 20150724 |

| 2b7fedeea967becd9408b896de8ff903 | 20150726 |
| 2b7fedeea967becd9408b896de8ff903 | 20150727 |
| 2b7fedeea967becd9408b896de8ff903 | 20150728 |
| 2b7fedeea967becd9408b896de8ff903 | 20150729 |
| 2b7fedeea967becd9408b896de8ff903 | 20150730 |

| 2b7fedeea967becd9408b896de8ff903 | 20150801 |
| 2b7fedeea967becd9408b896de8ff903 | 20150802 |
| 2b7fedeea967becd9408b896de8ff903 | 20150803 |
| 2b7fedeea967becd9408b896de8ff903 | 20150804 |
| 2b7fedeea967becd9408b896de8ff903 | 20150805 |
| 2b7fedeea967becd9408b896de8ff903 | 20150806 |
| 2b7fedeea967becd9408b896de8ff903 | 20150807 |
| 2b7fedeea967becd9408b896de8ff903 | 20150808 |
| 2b7fedeea967becd9408b896de8ff903 | 20150809 |
| 2b7fedeea967becd9408b896de8ff903 | 20150810 |
| 2b7fedeea967becd9408b896de8ff903 | 20150811 |
| 2b7fedeea967becd9408b896de8ff903 | 20150812 |
| 2b7fedeea967becd9408b896de8ff903 | 20150813 |
| 2b7fedeea967becd9408b896de8ff903 | 20150814 |
| 2b7fedeea967becd9408b896de8ff903 | 20150815 |
| 2b7fedeea967becd9408b896de8ff903 | 20150816 |
| 2b7fedeea967becd9408b896de8ff903 | 20150817 |
| 2b7fedeea967becd9408b896de8ff903 | 20150818 |
| 2b7fedeea967becd9408b896de8ff903 | 20150819 |
| 2b7fedeea967becd9408b896de8ff903 | 20150820 |
| 2b7fedeea967becd9408b896de8ff903 | 20150821 |
| 2b7fedeea967becd9408b896de8ff903 | 20150822 |
| 2b7fedeea967becd9408b896de8ff903 | 20150823 |
| 2b7fedeea967becd9408b896de8ff903 | 20150824 |
| 2b7fedeea967becd9408b896de8ff903 | 20150825 |
| 2b7fedeea967becd9408b896de8ff903 | 20150826 |
| 2b7fedeea967becd9408b896de8ff903 | 20150827 |
| 2b7fedeea967becd9408b896de8ff903 | 20150828 |
| 2b7fedeea967becd9408b896de8ff903 | 20150829 |
| 2b7fedeea967becd9408b896de8ff903 | 20150830 |
+----------------------------------+----------+
